,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,score_phrase,score,editors_choice,release_year,release_month,release_day
429,Calvin Tucker's Redneck Jamboree,Wii,Misc,Zoo Games,0.29,0.0,0.0,0.02,0.31,Awful,3.4,N,2009,1,12
430,MySims SkyHeroes,Wii,Action,Electronic Arts,0.18,0.1,0.0,0.03,0.31,Good,7.0,N,2010,10,8
431,Little King's Story,Wii,Strategy,Rising Star Games,0.15,0.11,0.02,0.02,0.31,Great,8.5,Y,2009,7,21
432,Kingdoms of Amalur: Reckoning,PC,Role-Playing,Electronic Arts,0.14,0.13,0.0,0.04,0.31,Amazing,9.0,Y,2012,2,7
433,Shaun White Snowboarding: World Stage,Wii,Sports,Ubisoft,0.25,0.04,0.0,0.02,0.31,Good,7.6,N,2009,11,9
434,Trauma Center: New Blood,Wii,Simulation,Nintendo,0.22,0.04,0.01,0.03,0.3,Great,8.5,Y,2007,11,16
435,1701 A.D.,PC,Simulation,Deep Silver,0.0,0.25,0.0,0.05,0.3,Great,8.2,N,2006,10,30
436,The Sims 2,PC,Simulation,Electronic Arts,0.02,0.24,0.0,0.05,0.3,Amazing,9.4,Y,2004,9,10
437,Wacky Races: Crash & Dash,Wii,Racing,Eidos Interactive,0.27,0.01,0.0,0.02,0.3,Bad,4.0,N,2008,8,19
438,Sengoku Basara: Samurai Heroes,Wii,Action,Capcom,0.08,0.02,0.2,0.01,0.3,Bad,4.5,N,2010,10,12
439,SimCity 4,PC,Simulation,Electronic Arts,0.01,0.24,0.0,0.05,0.3,Amazing,9.2,Y,2003,1,14
440,MLB Power Pros,Wii,Sports,Konami Digital Entertainment,0.23,0.0,0.04,0.02,0.29,Great,8.4,Y,2007,10,8
441,Prince of Persia: Rival Swords,Wii,Action,Ubisoft,0.24,0.03,0.0,0.02,0.29,Good,7.1,N,2007,4,4
442,Punch-Out!!,Wii,Sports,Nintendo,0.02,0.22,0.05,0.0,0.29,Great,8.8,Y,2009,5,15
443,Guitar Hero: Van Halen,Wii,Misc,Activision,0.14,0.12,0.0,0.03,0.29,Bad,4.9,N,2010,1,8
444,World of Tanks,PC,Shooter,Wargaming.net,0.0,0.23,0.0,0.06,0.29,Good,7.5,N,2011,7,21
445,WWII Aces,Wii,Simulation,Destineer,0.27,0.0,0.0,0.02,0.29,Bad,4.5,N,2008,5,6
446,Puzzle Quest: Challenge of the Warlords,Wii,Puzzle,D3Publisher,0.26,0.0,0.0,0.02,0.29,Good,7.0,N,2007,12,10
447,Shrek the Third,Wii,Action,Activision,0.26,0.01,0.0,0.02,0.29,Okay,6.0,N,2007,5,21
448,Purr Pals,Wii,Simulation,Deep Silver,0.27,0.0,0.0,0.02,0.29,Bad,4.0,N,2008,9,17
449,Borderlands: The Pre-Sequel,PC,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.03,0.29,Great,8.0,N,2014,10,13
450,World of Warcraft: Legion,PC,Role-Playing,Activision,0.14,0.12,0.0,0.02,0.29,Amazing,9.1,Y,2016,9,9
451,Ice Age: Dawn of the Dinosaurs,Wii,Action,Activision,0.11,0.14,0.0,0.03,0.28,Okay,6.5,N,2009,7,8
452,NHL 2K11,Wii,Sports,Take-Two Interactive,0.24,0.02,0.0,0.02,0.28,Okay,6.5,N,2010,8,26
453,Avatar: The Last Airbender,Wii,Adventure,THQ,0.24,0.02,0.0,0.02,0.28,Mediocre,5.1,N,2006,11,29
454,RollerCoaster Tycoon 3,PC,Strategy,Atari,0.01,0.22,0.0,0.05,0.28,Great,8.5,Y,2004,10,27
455,Transformers: Cybertron Adventures,Wii,Action,Activision,0.15,0.1,0.0,0.03,0.28,Awful,3.5,N,2010,6,28
456,R.U.S.E.,PC,Strategy,Ubisoft,0.04,0.19,0.0,0.05,0.28,Great,8.5,Y,2010,9,24
457,Tropico 4,PC,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27,Great,8.5,Y,2011,9,13
458,Need for Speed Rivals,PC,Racing,Electronic Arts,0.04,0.19,0.0,0.04,0.27,Great,8.0,N,2013,11,20
459,Major League Baseball 2K10,Wii,Sports,Take-Two Interactive,0.25,0.0,0.0,0.02,0.27,Mediocre,5.0,N,2010,3,2
460,Major League Baseball 2K9,Wii,Sports,Take-Two Interactive,0.25,0.0,0.0,0.02,0.27,Okay,6.4,N,2009,3,3
461,Scene It? Twilight,Wii,Misc,Konami Digital Entertainment,0.16,0.08,0.0,0.02,0.27,Mediocre,5.5,N,2009,12,18
462,Don King Boxing,Wii,Sports,Take-Two Interactive,0.14,0.1,0.0,0.03,0.27,Mediocre,5.8,N,2009,3,31
463,Create,Wii,Action,Electronic Arts,0.22,0.03,0.0,0.02,0.26,Okay,6.0,N,2010,11,18
464,We Cheer 2,Wii,Simulation,Namco Bandai Games,0.24,0.0,0.0,0.02,0.26,Okay,6.5,N,2009,11,6
465,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.26,Okay,6.5,N,2009,3,24
466,The Elder Scrolls IV: Oblivion,PC,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.05,0.26,Amazing,9.3,Y,2006,3,24
467,Monsters vs. Aliens,Wii,Action,Activision,0.14,0.09,0.0,0.03,0.26,Mediocre,5.0,N,2009,4,3
468,Daisy Fuentes Pilates,Wii,Sports,505 Games,0.17,0.06,0.0,0.02,0.26,Bad,4.5,N,2009,8,7
469,Petz: Crazy Monkeyz,Wii,Simulation,Ubisoft,0.23,0.0,0.0,0.02,0.26,Awful,3.5,N,2009,2,19
470,LEGO Star Wars III: The Clone Wars,PC,Action,LucasArts,0.1,0.13,0.0,0.03,0.26,Good,7.5,N,2011,3,23
471,Resident Evil Archives: Resident Evil Zero,Wii,Action,Capcom,0.14,0.04,0.06,0.02,0.25,Bad,4.5,N,2009,12,11
472,Tony Hawk's Proving Ground,Wii,Sports,Activision,0.22,0.01,0.0,0.02,0.25,Bad,4.0,N,2007,10,23
473,Spider-Man: Web of Shadows,Wii,Action,Activision,0.22,0.01,0.0,0.02,0.25,Mediocre,5.2,N,2008,10,22
474,Mortal Kombat: Armageddon,Wii,Fighting,Midway Games,0.21,0.02,0.0,0.02,0.25,Good,7.8,N,2007,5,25
475,Hitman: Absolution,PC,Action,Square Enix,0.03,0.17,0.0,0.04,0.25,Amazing,9.0,Y,2012,11,18
476,X-Men Origins: Wolverine,Wii,Action,Activision,0.19,0.04,0.0,0.02,0.25,Bad,4.8,N,2009,5,4
477,Prince of Persia: The Forgotten Sands,Wii,Action,Ubisoft,0.11,0.11,0.0,0.02,0.25,Great,8.0,N,2010,5,18
478,We Love Golf!,Wii,Sports,Capcom,0.2,0.01,0.03,0.02,0.25,Good,7.4,N,2008,7,23
479,Anno 2205,PC,Strategy,Ubisoft,0.02,0.22,0.0,0.01,0.25,Good,7.0,N,2015,11,4
480,Homefront,PC,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,Good,7.0,N,2011,3,15
481,BioShock 2,PC,Shooter,Take-Two Interactive,0.02,0.19,0.0,0.04,0.24,Amazing,9.1,Y,2010,2,9
482,Spider-Man: Shattered Dimensions,Wii,Action,Activision,0.13,0.09,0.0,0.02,0.24,Good,7.5,N,2010,9,7
483,Bass Pro Shops: The Hunt,Wii,Sports,XS Games,0.23,0.0,0.0,0.02,0.24,Mediocre,5.0,N,2010,7,6
484,Boogie SuperStar,Wii,Misc,Electronic Arts,0.2,0.02,0.0,0.02,0.24,Mediocre,5.0,N,2008,10,21
485,Metro 2033,PC,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,Okay,6.9,N,2010,3,19
486,Dancing With The Stars,Wii,Misc,Activision,0.22,0.0,0.0,0.02,0.24,Mediocre,5.7,N,2008,2,5
487,The Lord of the Rings: Aragorn's Quest,Wii,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.24,Good,7.0,N,2010,9,20
488,TrackMania: Build to Race,Wii,Racing,Focus Home Interactive,0.1,0.11,0.0,0.03,0.24,Good,7.0,N,2011,5,5
489,Tony Hawk's Downhill Jam,Wii,Sports,Activision,0.21,0.0,0.0,0.02,0.24,Good,7.0,N,2006,11,15
490,DC Universe Online,PC,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.24,Good,7.0,N,2011,1,28
491,Total War: Attila,PC,Strategy,Sega,0.09,0.13,0.0,0.02,0.23,Great,8.1,N,2015,2,12
492,M&M's Kart Racing,Wii,Racing,Zoo Digital Publishing,0.22,0.0,0.0,0.02,0.23,Painful,2.5,N,2008,3,3
493,Rock Band Track Pack: Classic Rock,Wii,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23,Mediocre,5.0,N,2009,6,19
494,Looney Tunes: Acme Arsenal,Wii,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,Awful,3.0,N,2007,11,1
495,Deadly Creatures,Wii,Action,THQ,0.08,0.12,0.0,0.03,0.23,Great,8.0,Y,2009,2,6
496,Neopets Puzzle Adventure,Wii,Puzzle,Capcom,0.19,0.02,0.0,0.02,0.23,Mediocre,5.1,N,2008,12,16
497,Risen 2: Dark Waters,PC,Role-Playing,Deep Silver,0.0,0.19,0.0,0.04,0.23,Okay,6.5,N,2012,4,23
498,Petz Rescue: Wildlife Vet,Wii,Simulation,Ubisoft,0.21,0.0,0.0,0.02,0.23,Good,7.0,N,2009,1,8
499,Super Swing Golf,Wii,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23,Good,7.3,N,2006,12,22
500,MySims Party,Wii,Simulation,Electronic Arts,0.18,0.03,0.0,0.02,0.23,Okay,6.0,N,2009,3,11
501,Hooked! Real Motion Fishing,Wii,Sports,505 Games,0.21,0.0,0.0,0.02,0.23,Painful,2.7,N,2007,11,9
502,FaceBreaker K.O. Party,Wii,Fighting,Electronic Arts,0.2,0.01,0.0,0.02,0.22,Good,7.0,N,2008,11,17
503,A Boy and His Blob,Wii,Platform,Majesco Entertainment,0.19,0.02,0.0,0.02,0.22,Good,7.6,N,2009,10,9
504,The Legend of Spyro: The Eternal Night,Wii,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.22,Awful,3.6,N,2007,11,19
505,Rampage: Total Destruction,Wii,Action,Midway Games,0.19,0.01,0.0,0.02,0.22,Bad,4.0,N,2006,12,11
506,Petz: Horse Club,Wii,Misc,Ubisoft,0.2,0.0,0.0,0.02,0.22,Okay,6.5,N,2009,1,15
507,Tenchu: Shadow Assassins,Wii,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22,Great,8.0,N,2009,2,3
508,LEGO Harry Potter: Years 5-7,PC,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0.0,0.03,0.22,Great,8.0,N,2011,11,18
509,Cursed Mountain,Wii,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.22,Good,7.5,N,2009,8,27
510,NBA Live 09 All-Play,Wii,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,Mediocre,5.4,N,2008,10,14
511,You Don't Know Jack,Wii,Misc,THQ,0.2,0.0,0.0,0.01,0.22,Good,7.5,N,2011,2,26
512,Dead Island,PC,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,Great,8.0,Y,2011,9,7
513,Order Up!,Wii,Misc,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.22,Good,7.7,N,2008,8,15
514,EVE Online,PC,Role-Playing,CCP,0.0,0.19,0.0,0.02,0.22,Great,8.0,N,2003,6,23
515,Final Fantasy Fables: Chocobo's Dungeon,Wii,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21,Great,8.4,N,2008,7,1
516,Namco Museum Megamix,Wii,Misc,Namco Bandai Games,0.2,0.0,0.0,0.01,0.21,Mediocre,5.0,N,2010,11,22
517,Rune Factory: Tides of Destiny,Wii,Role-Playing,Marvelous Interactive,0.14,0.0,0.06,0.01,0.21,Mediocre,5.5,N,2011,10,11
518,Dawn of Discovery,Wii,Simulation,Ubisoft,0.13,0.06,0.0,0.02,0.21,Great,8.0,N,2009,7,7
519,Defiance,PC,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,Mediocre,5.9,N,2013,4,17
520,Defiance,PC,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,Mediocre,5.9,N,2013,4,17
521,Battle of Giants: Dinosaurs Strike,Wii,Strategy,Ubisoft,0.15,0.04,0.0,0.02,0.2,Mediocre,5.0,N,2010,11,24
522,WWE All Stars,Wii,Fighting,THQ,0.11,0.07,0.0,0.02,0.2,Good,7.0,N,2011,3,29
523,Planet 51,Wii,Action,Sega,0.17,0.02,0.0,0.02,0.2,Mediocre,5.0,N,2009,12,3
524,Two Worlds II,PC,Role-Playing,Unknown,0.09,0.09,0.0,0.03,0.2,Okay,6.0,N,2011,2,3
525,"Warhammer 40,000: Space Marine",PC,Shooter,THQ,0.09,0.09,0.0,0.03,0.2,Good,7.5,N,2011,9,8
526,Dragon Ball: Revenge of King Piccolo,Wii,Action,Namco Bandai Games,0.13,0.03,0.03,0.02,0.2,Good,7.4,N,2009,11,18
527,Spectrobes: Origins,Wii,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,0.02,0.2,Great,8.0,N,2009,8,26
528,XCOM 2,PC,Strategy,Take-Two Interactive,0.09,0.1,0.0,0.02,0.2,Amazing,9.3,Y,2016,2,1
529,Neighborhood Games,Wii,Misc,THQ,0.17,0.02,0.0,0.01,0.2,Bad,4.0,N,2009,1,29
530,Dead Space 3,PC,Action,Electronic Arts,0.02,0.15,0.0,0.02,0.2,Good,7.8,N,2013,2,7
531,UFC Personal Trainer: The Ultimate Fitness System,Wii,Sports,THQ,0.12,0.06,0.0,0.02,0.2,Bad,4.0,N,2011,7,15
532,South Park: The Stick of Truth,PC,Role-Playing,Ubisoft,0.07,0.1,0.0,0.02,0.2,Amazing,9.0,Y,2014,3,4
533,Barbie Horse Adventures: Riding Camp,Wii,Sports,Activision,0.18,0.0,0.0,0.01,0.2,Okay,6.2,N,2008,12,31
534,Shiren the Wanderer,Wii,Role-Playing,Sega,0.08,0.0,0.11,0.01,0.2,Good,7.0,N,2010,2,9
535,Test Drive Unlimited 2,PC,Racing,Atari,0.05,0.11,0.0,0.03,0.2,Mediocre,5.5,N,2011,2,16
536,Metro: Last Light,PC,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,Good,7.7,N,2013,5,14
537,Arc Rise Fantasia,Wii,Role-Playing,Marvelous Interactive,0.13,0.0,0.06,0.01,0.19,Okay,6.5,N,2010,8,13
538,The Spiderwick Chronicles,Wii,Action,Vivendi Games,0.17,0.01,0.0,0.01,0.19,Good,7.5,N,2008,2,13
539,Supreme Commander 2,PC,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19,Great,8.4,N,2010,3,3
540,Tom Clancy's Splinter Cell: Blacklist,PC,Action,Ubisoft,0.04,0.13,0.0,0.03,0.19,Amazing,9.2,Y,2013,8,14
541,Squeeballs Party,Wii,Puzzle,Performance Designed Products,0.18,0.0,0.0,0.01,0.19,Mediocre,5.8,N,2009,11,4
542,Saints Row IV,PC,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,Good,7.3,N,2013,8,14
543,NBA 2K11,PC,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,Great,8.0,N,2010,10,8
544,Mushroom Men: The Spore Wars,Wii,Action,SouthPeak Games,0.17,0.01,0.0,0.01,0.19,Good,7.9,N,2008,12,8
545,One Piece: Unlimited Adventure,Wii,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19,Okay,6.8,N,2008,1,24
546,Call of Duty: World at War,PC,Shooter,Activision,0.02,0.13,0.0,0.03,0.19,Amazing,9.2,Y,2008,11,11
547,MotoGP,Wii,Racing,Capcom,0.05,0.11,0.0,0.02,0.19,Mediocre,5.0,N,2009,3,30
548,Hot Wheels: Battle Force 5,Wii,Racing,Activision,0.17,0.0,0.0,0.01,0.19,Mediocre,5.3,N,2009,11,17
549,Dragon Blade: Wrath of Fire,Wii,Action,D3Publisher,0.17,0.0,0.0,0.01,0.19,Mediocre,5.6,N,2007,10,3
550,The Lord of the Rings: War in the North,PC,Action,Warner Bros. Interactive Entertainment,0.04,0.11,0.0,0.03,0.18,Good,7.0,N,2011,11,1
551,Dance Dance Revolution: Disney Grooves,Wii,Simulation,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.18,Mediocre,5.9,N,2009,4,14
552,NBA Live 08,Wii,Sports,Electronic Arts,0.17,0.0,0.0,0.02,0.18,Bad,4.9,N,2007,10,9
553,Naruto Shippuden: Dragon Blade Chronicles,Wii,Action,505 Games,0.11,0.02,0.05,0.01,0.18,Mediocre,5.5,N,2010,11,22
554,Evolve,PC,Shooter,Take-Two Interactive,0.07,0.1,0.0,0.01,0.18,Amazing,9.0,Y,2015,2,12
555,de Blob 2,Wii,Platform,THQ,0.11,0.06,0.0,0.02,0.18,Great,8.0,Y,2011,2,18
556,Borderlands,PC,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18,Great,8.8,N,2010,2,26
557,Alone in the Dark,Wii,Adventure,Atari,0.09,0.08,0.0,0.02,0.18,Awful,3.1,N,2008,7,11
558,Trauma Team,Wii,Simulation,Unknown,0.15,0.0,0.02,0.01,0.18,Good,7.5,N,2010,4,28
559,Driver: San Francisco,PC,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18,Great,8.0,N,2011,8,26
560,Dying Light,PC,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0.0,0.02,0.18,Great,8.5,N,2015,1,27
561,FIFA Soccer 11,PC,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18,Great,8.0,N,2010,10,22
562,LEGO Marvel Super Heroes,PC,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18,Amazing,9.0,Y,2013,10,22
563,Aliens: Colonial Marines,PC,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,Mediocre,5.0,N,2013,2,12
564,Dark Souls II,PC,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18,Amazing,9.0,Y,2014,3,11
565,Brink,PC,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18,Okay,6.5,N,2011,5,10
566,Mercury Meltdown Revolution,Wii,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.18,Good,7.5,N,2007,10,17
567,WordJong Party,Wii,Puzzle,Destineer,0.17,0.0,0.0,0.01,0.18,Good,7.3,N,2009,1,7
568,Driver: San Francisco,Wii,Racing,Ubisoft,0.06,0.09,0.0,0.02,0.18,Good,7.0,N,2011,9,6
569,Castlevania Judgment,Wii,Fighting,Konami Digital Entertainment,0.13,0.02,0.01,0.01,0.18,Good,7.5,N,2008,11,18
570,Dungeon Siege III,PC,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17,Okay,6.5,N,2011,6,21
571,Iron Chef America: Supreme Cuisine,Wii,Simulation,Destineer,0.16,0.0,0.0,0.01,0.17,Bad,4.5,N,2009,2,3
572,NCAA Football 09 All-Play,Wii,Sports,Electronic Arts,0.16,0.0,0.0,0.01,0.17,Mediocre,5.0,N,2008,7,23
573,The Secret World,PC,Role-Playing,Funcom,0.07,0.08,0.0,0.02,0.17,Good,7.0,N,2012,7,25
574,Professor Heinz Wolff's Gravity,Wii,Puzzle,Deep Silver,0.04,0.12,0.0,0.02,0.17,Mediocre,5.9,N,2009,4,13
575,Luxor 3,Wii,Puzzle,Mumbo Jumbo,0.16,0.0,0.0,0.01,0.17,Good,7.7,N,2008,12,17
576,Bratz Kidz,Wii,Misc,Game Factory,0.16,0.0,0.0,0.01,0.17,Painful,2.5,N,2009,1,16
577,Zoo Hospital,Wii,Simulation,Majesco Entertainment,0.14,0.01,0.0,0.01,0.17,Okay,6.8,N,2008,10,16
578,Sid Meier's Civilization IV,PC,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.17,Amazing,9.4,Y,2005,10,21
579,Family Feud Decades,Wii,Misc,Ubisoft,0.16,0.0,0.0,0.01,0.17,Bad,4.0,N,2010,11,29
580,Marble Saga: Kororinpa,Wii,Puzzle,Konami Digital Entertainment,0.1,0.06,0.0,0.02,0.17,Okay,6.5,N,2009,3,19
581,Bomberman Land,Wii,Misc,Rising Star Games,0.11,0.02,0.03,0.01,0.17,Good,7.2,N,2008,2,12
582,Klonoa,Wii,Platform,Namco Bandai Games,0.11,0.02,0.03,0.01,0.17,Great,8.0,N,2009,5,5
583,The Sims 3: Seasons,PC,Simulation,Electronic Arts,0.0,0.13,0.0,0.03,0.17,Good,7.5,N,2012,12,17
584,Thor: God of Thunder,Wii,Action,Sega,0.11,0.04,0.0,0.01,0.16,Okay,6.0,N,2011,5,3
585,Stronghold 3,PC,Strategy,,0.06,0.1,0.0,0.0,0.16,Mediocre,5.5,N,2011,11,4
586,Ready 2 Rumble Revolution,Wii,Sports,Atari,0.15,0.0,0.0,0.01,0.16,Awful,3.5,N,2009,3,18
587,Dewy's Adventure,Wii,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,0.16,Okay,6.8,N,2007,10,16
588,The Crew,PC,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,Okay,6.0,N,2014,12,2
589,Rudolph the Red-Nosed Reindeer,Wii,Action,Crave Entertainment,0.15,0.0,0.0,0.01,0.16,Unbearable,1.5,N,2010,12,15
590,Bulletstorm,PC,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16,Great,8.0,Y,2011,2,22
591,Tak and the Guardians of Gross,Wii,Action,THQ,0.15,0.0,0.0,0.01,0.16,Okay,6.6,N,2008,12,4
592,Dragon's Lair Trilogy,Wii,Adventure,Destineer,0.15,0.0,0.0,0.01,0.16,Good,7.0,N,2010,10,27
593,Sniper: Ghost Warrior,PC,Shooter,City Interactive,0.0,0.13,0.0,0.03,0.16,Mediocre,5.0,N,2010,7,7
594,The Godfather: Blackhand Edition,Wii,Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.16,Great,8.0,N,2007,3,16
595,Bust-A-Move Bash!,Wii,Puzzle,505 Games,0.13,0.01,0.0,0.01,0.16,Mediocre,5.3,N,2007,4,25
596,Block Party,Wii,Misc,Activision,0.14,0.0,0.0,0.01,0.16,Awful,3.3,N,2008,12,3
597,Darksiders II,PC,Action,Nordic Games,0.03,0.1,0.0,0.03,0.16,Good,7.5,N,2012,8,17
598,F.E.A.R. 3,PC,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,Great,8.0,N,2011,6,21
599,Jurassic: The Hunted,Wii,Shooter,Activision,0.14,0.0,0.0,0.01,0.15,Okay,6.0,N,2009,11,13
600,Darksiders,PC,Action,THQ,0.07,0.06,0.0,0.02,0.15,Great,8.0,N,2010,9,23
601,Metal Slug Anthology,Wii,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.15,Good,7.2,N,2006,12,20
602,The Sims Medieval: Pirates and Nobles,PC,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15,Mediocre,5.5,N,2011,9,21
603,Spider-Man: Friend or Foe,Wii,Action,Activision,0.13,0.01,0.0,0.01,0.15,Bad,4.9,N,2007,10,8
604,Spider-Man: Friend or Foe,Wii,Action,Activision,0.13,0.01,0.0,0.01,0.15,Bad,4.9,N,2007,10,8
605,Ultimate Board Game Collection,Wii,Misc,Xplosiv,0.14,0.0,0.0,0.01,0.15,Awful,3.5,N,2008,1,16
606,Terraria,PC,Action,Unknown,0.0,0.13,0.0,0.02,0.15,Amazing,9.0,Y,2011,5,25
607,Sam & Max: Season One,Wii,Adventure,JoWood Productions,0.13,0.01,0.0,0.01,0.15,Good,7.1,N,2008,10,27
608,Virtua Tennis 4,Wii,Sports,Sega,0.05,0.08,0.0,0.02,0.15,Good,7.0,N,2011,5,11
609,Candace Kane's Candy Factory,Wii,Action,Destineer,0.14,0.0,0.0,0.01,0.15,Mediocre,5.2,N,2008,12,9
610,Hot Wheels: Beat That!,Wii,Racing,Activision,0.13,0.0,0.0,0.01,0.15,Awful,3.3,N,2007,10,8
611,Scarface: The World is Yours,Wii,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.15,Great,8.5,Y,2007,6,8
612,Nancy Drew: The White Wolf of Icicle Creek,Wii,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,Good,7.5,N,2008,12,16
613,Rubik's World,Wii,Puzzle,Game Factory,0.13,0.01,0.0,0.01,0.15,Okay,6.5,N,2008,11,19
614,Baseball Blast!,Wii,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,Okay,6.0,N,2009,10,6
615,F1 2012,PC,Racing,Codemasters,0.01,0.11,0.0,0.03,0.15,Amazing,9.0,Y,2012,9,17
616,Alien: Isolation,PC,Shooter,Sega,0.0,0.13,0.0,0.01,0.15,Mediocre,5.9,N,2014,10,3
617,Kung Fu Panda 2,Wii,Action,THQ,0.08,0.05,0.0,0.01,0.14,Awful,3.0,N,2011,5,31
618,Dream Pinball 3D,Wii,Misc,SouthPeak Games,0.1,0.03,0.0,0.01,0.14,Mediocre,5.1,N,2008,4,30
619,Pinball Hall of Fame: The Gottlieb Collection,Wii,Misc,System 3 Arcade Software,0.13,0.0,0.0,0.01,0.14,Good,7.0,N,2010,1,8
620,ArmA II,PC,Shooter,505 Games,0.0,0.12,0.0,0.03,0.14,Good,7.8,N,2009,7,2
621,Destroy All Humans! Big Willy Unleashed,Wii,Action,THQ,0.13,0.0,0.0,0.01,0.14,Mediocre,5.8,N,2008,3,12
622,The Orange Box,PC,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,Amazing,9.5,Y,2007,10,9
623,Victorious Boxers: Revolution,Wii,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,Bad,4.5,N,2007,11,15
624,Cranium Kabookii,Wii,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,Mediocre,5.5,N,2007,12,18
625,Risen,PC,Role-Playing,Deep Silver,0.0,0.11,0.0,0.03,0.14,Great,8.6,Y,2009,10,9
626,Just Cause 3,PC,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,Great,8.0,N,2015,11,30
627,Scene It? Bright Lights! Big Screen!,Wii,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,Bad,4.9,N,2009,11,24
628,Valhalla Knights: Eldar Saga,Wii,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,Bad,4.5,N,2009,11,24
629,The Darkness II,PC,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,Great,8.0,N,2012,2,7
630,Cities: Skylines,PC,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14,Great,8.5,N,2015,3,10
631,Dead Rising 2,PC,Action,Capcom,0.1,0.02,0.0,0.01,0.14,Great,8.0,Y,2010,9,30
632,Happy Feet,Wii,Action,Midway Games,0.12,0.0,0.0,0.01,0.14,Bad,4.5,N,2006,12,11
633,Major League Baseball 2K8,Wii,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,Okay,6.5,N,2008,3,6
634,Pet Pals: Animal Doctor,Wii,Simulation,JoWood Productions,0.13,0.0,0.0,0.01,0.14,Bad,4.1,N,2008,12,3
635,Nitrobike,Wii,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.14,Okay,6.5,N,2008,1,23
636,Wild Earth: African Safari,Wii,Simulation,Majesco Entertainment,0.11,0.02,0.0,0.01,0.14,Mediocre,5.0,N,2008,6,4
637,Kororinpa: Marble Mania,Wii,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.14,Okay,6.2,N,2007,3,20
